NDVI,EVI,SAVI,NDWI,ELEV,SLOPE,ASPECT,B2,B3,B4,B8,NDVI_mean_3x3,NDVI_std_3x3,NIR_mean_3x3,NIR_std_3x3,Status,longitude,latitude
0.6148831,0.41429223738495835,0.36750866524258263,-0.5548058,7,2.0851052,243.6009,0.053375,0.075475,0.059175,0.27425,0.622927,0.023916755109067538,0.27853888,0.005426573447033419,1,79.9792106176071,6.894435058324709
0.6329378,0.463997263385328,0.4020490940970311,-0.56046975,6,2.0850935,63.60075,0.052975,0.078425,0.063325,0.2938,0.63652503,0.012913556584813883,0.29464075,0.004090997446095724,1,79.97840213385139,6.891021460245056
0.7490061,0.5558057474147416,0.4815431865708007,-0.6334271,18,4.751525,78.76983,0.04695,0.0723,0.04615,0.329,0.7409883,0.01741197414563849,0.31721112,0.0238625884626884,1,79.95567475716317,6.89721983570548
0.7625131,0.6099417656659272,0.518935058217142,-0.6437224,15,0.92740995,-0.0,0.047090475,0.07895,0.047336366,0.37546667,0.77225876,0.019394793628582343,0.37803334,0.011354042859923003,1,79.95630357786204,6.900633433785134
0.8368155,0.7744213559418957,0.6332726790193983,-0.7019809,10,2.6310816,225.20836,0.04505,0.0798,0.039533332,0.4656,0.84121126,0.013439009225471052,0.46358332,0.01955074476583405,1,79.95801037690187,6.9020707382397255
0.78381777,0.630881516943853,0.5415251724796083,-0.6715563,13,4.6609945,90.0,0.043133333,0.076225,0.04389,0.3932,0.74641335,0.08451667294144255,0.36957222,0.04548919921524076,1,79.96133414345312,6.9016215805976655
0.7944641,0.6782558597870787,0.5610184040306122,-0.6703574,7,1.8543341,-0.0,0.0444,0.078666665,0.0432,0.40600002,0.78725296,0.01194052151127769,0.39744815,0.009255516123629471,1,79.96295111096453,6.903238548109081
0.7360253,0.5715725712190084,0.4796403217730511,-0.63285506,4,2.0851436,243.60144,0.05235,0.07545,0.0564,0.35369998,0.74270284,0.03803399490008073,0.3597926,0.018596789729258212,1,79.9642087523623,6.905214841734144
0.744047,0.584704358799419,0.4947333861986113,-0.62245923,4,2.9496713,251.68983,0.0543,0.0843,0.0543,0.3567,0.6956254,0.08492764167327499,0.3445637,0.024828787471381276,1,79.96375959472023,6.90548433631938
0.8147679,0.6744637859319225,0.5725981707459248,-0.6817645,7,4.1466837,333.26788,0.0428,0.0747,0.040433332,0.40060002,0.8162126,0.015674912763553196,0.40135556,0.026812229729483498,1,79.94714076196402,6.901891075182902
0.6634027,0.42652774640663865,0.3733496394784295,-0.5885447,4,3.3572326,123.4975,0.04235,0.06975,0.0487,0.2652,0.7096959,0.024790676667749978,0.29283702,0.017058071627336666,1,79.9589985237144,6.911143722609332
0.8159393,0.7206831163185851,0.6067041276002564,-0.7040801,6,4.1467037,206.73265,0.04452,0.07362,0.0445,0.4308,0.8028993,0.029760104713526005,0.41556314,0.02785409577558791,1,79.96932914948178,6.913299679291219
